"","X.CODIGO_ENTIDAD.NOMBRE.TIPO_GESTION.ESTADO_LICENCIAMIENTO.PERIODO_LICENCIAMIENTO.CODIGO_FILIAL.NOMBRE_FILIAL.DEPARTAMENTO_FILIAL.PROVINCIA_FILIAL.CODIGO_LOCAL.DEPARTAMENTO_LOCAL.PROVINCIA_LOCAL.DISTRITO_LOCAL.LATITUD_UBICACION.LONGITUD_UBICACION.TIPO_AUTORIZACION_LOCAL.DENOMINACION_PROGRAMA.TIPO_NIVEL_ACADEMICO.NIVEL_ACADEMICO.CODIGO_CLASE_PROGRAMA_N2.NOMBRE_CLASE_PROGRAMA_N2.TIPO_AUTORIZACION_PROGRAMA.TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"4776","4776,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0560257,-77.0844226,AUTORIZADO POR LIC.,GESTION PUBLICA,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4777","4777,019,UNIVERSIDAD DE SAN MARTIN DE PORRES,PRIVADO,LICENCIA OTORGADA,6,S,USMP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTA ANITA,-12.045948,-76.9681914,AUTORIZADO POR LIC.,ENDOCRINOLOGIA PEDIATRICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4778","4778,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,S,UNT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1142716,-79.0383735,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA DE PROCESOS INDUSTRIALES,POSGRADO,MAESTRIA,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4779","4779,067A,UNIVERSIDAD CONTINENTAL,PRIVADO,LICENCIA OTORGADA,6,F01,UCONTINENTAL-AREQUIPA,AREQUIPA,AREQUIPA,F01L01,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,-16.4341104,-71.5219477,AUTORIZADO POR LIC.,INGENIERIA CIVIL,PREGRADO,CARRERA PROFESIONAL,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4780","4780,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,DERECHOS HUMANOS CON MENCION EN PUEBLOS INDIGENAS,POSGRADO,MAESTRIA,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4781","4781,067A,UNIVERSIDAD CONTINENTAL,PRIVADO,LICENCIA OTORGADA,6,F02,UCONTINENTAL-CUSCO,CUSCO,CUSCO,F02L03,CUSCO,CUSCO,SAN JERONIMO,-13.523012,-71.9488597,AUTORIZADO POR LIC.,MAESTRIA EN GERENCIA PUBLICA,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4782","4782,025,UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE,PUBLICO,LICENCIA OTORGADA,6,S,UNEEGV-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LURIGANCHO,-11.9475748,-76.7011822,AUTORIZADO POR LIC.,EDUCACION CON ESPECIALIDAD DE EDUCACION FISICA - DEPORTES,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4783","4783,054,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,PRIVADO,LICENCIA OTORGADA,6,S,UPC-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTIAGO DE SURCO,-12.104061,-76.962902,AUTORIZADO POR LIC.,ECONOMIA GERENCIAL,PREGRADO,CARRERA PROFESIONAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4784","4784,026,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION,PUBLICO,LICENCIA OTORGADA,6,S,UNDAC-PASCO,PASCO,PASCO,SL01,PASCO,PASCO,YANACANCHA,-10.6683864,-76.2527205,AUTORIZADO POR LIC.,EDUCACION SECUNDARIA: BIOLOGIA Y QUIMICA,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4785","4785,054,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,PRIVADO,LICENCIA OTORGADA,6,S,UPC-LIMA,LIMA,LIMA,SL07,LIMA,LIMA,SAN MIGUEL,-12.0810086,-77.0707359,AUTORIZADO POR LIC.,ADMINISTRACION DE EMPRESAS,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4786","4786,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL04,LORETO,MAYNAS,SAN JUAN BAUTISTA,-3.7753954,-73.2897258,AUTORIZADO POR LIC.,DOCTORADO EN INGENIERIA DE SISTEMAS,POSGRADO,DOCTORADO,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4787","4787,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,MAESTRIA EN CIRUGIA BUCAL Y MAXILOFACIAL,POSGRADO,MAESTRIA,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4788","4788,069,UNIVERSIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO,PRIVADO,LICENCIA OTORGADA,6,S,UCSTM-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,SL01,LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.760456,-79.863203,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN PERIODONCIA E IMPLANTOLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4789","4789,089,UNIVERSIDAD NACIONAL JOSE MARIA ARGUEDAS,PUBLICO,LICENCIA OTORGADA,6,S,UNJMA-APURIMAC,APURIMAC,ANDAHUAYLAS,SL01,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,-13.6571898,-73.387931,AUTORIZADO POR LIC.,ADMINISTRACION DE EMPRESAS,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4790","4790,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,S,UNSAAC-CUSCO,CUSCO,CUSCO,SL01,CUSCO,CUSCO,CUSCO,-13.52193,-71.9583208,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN MEDICINA HUMANA - RESIDENTADO MEDICO DE LA ESPECIALIDAD: NEFROLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4791","4791,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL04,LORETO,MAYNAS,SAN JUAN BAUTISTA,-3.7753954,-73.2897258,AUTORIZADO POR LIC.,MAESTRIAS EN GESTION ALIMENTARIA CON MENCION SEGURIDAD DE LA INDUSTRIA AGROALIMENTARIA,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4792","4792,132,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,PRIVADO,LICENCIA OTORGADA,6,S,UTEC-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,BARRANCO,-12.1351432,-77.0221491,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA AMBIENTAL,POSGRADO,MAESTRIA,52,MEDIO AMBIENTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4793","4793,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,F06,UNSAAC-APURIMAC,APURIMAC,ANDAHUAYLAS,F06L01,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,-13.6616515,-73.3767641,AUTORIZADO POR LIC.,MAESTRIA EN DERECHO MENCION DERECHO CIVIL Y PROCESAL CIVIL,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4794","4794,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL09,LIMA,LIMA,SAN JUAN DE LURIGANCHO,-11.98329601,-77.00953028,AUTORIZADO POR LIC.,PSICOLOGIA,PREGRADO,CARRERA PROFESIONAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4795","4795,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,LINGÜISTICA Y LITERATURA,PREGRADO,CARRERA PROFESIONAL,23,IDIOMAS,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4796","4796,016,UNIVERSIDAD NACIONAL DE CAJAMARCA,PUBLICO,LICENCIA OTORGADA,6,S01,UNC-CAJAMARCA,CAJAMARCA,CAJAMARCA,S01L01,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.167159,-78.4965043,AUTORIZADO POR LIC.,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4797","4797,027,UNIVERSIDAD NACIONAL DEL CALLAO,PUBLICO,LICENCIA OTORGADA,6,S,UNC-CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SL01,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,-12.0612769,-77.1173082,AUTORIZADO POR LIC.,INGENIERIA ELECTRICA,PREGRADO,CARRERA PROFESIONAL,71,INGENIERIA Y PROFESIONES AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4798","4798,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,PRIVADO,LICENCIA OTORGADA,6,S,UCSM-AREQUIPA,AREQUIPA,AREQUIPA,SL01,AREQUIPA,AREQUIPA,AREQUIPA,-16.4061786,-71.5476298,AUTORIZADO POR LIC.,INGENIERIA DE MINAS,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4799","4799,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN OFTALMOLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4800","4800,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,LIMA,-12.0672473,-77.03584406,AUTORIZADO POR LIC.,INGENIERIA INDUSTRIAL,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4801","4801,035,UNIVERSIDAD NACIONAL DE UCAYALI,PUBLICO,LICENCIA OTORGADA,6,F01,UNU-UCAYALI,UCAYALI,PADRE ABAD,F01L01,UCAYALI,PADRE ABAD,PADRE ABAD,-9.0395542,-75.5101255,AUTORIZADO POR LIC.,AGRONOMIA,PREGRADO,CARRERA PROFESIONAL,81,AGRICULTURA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4802","4802,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL10,LIMA,LIMA,LIMA,-12.0646769,-77.0351764,AUTORIZADO POR LIC.,INGENIERIA AUTOMOTRIZ,PREGRADO,CARRERA PROFESIONAL,71,INGENIERIA Y PROFESIONES AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4803","4803,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL04,LORETO,MAYNAS,SAN JUAN BAUTISTA,-3.7753954,-73.2897258,AUTORIZADO POR LIC.,MAESTRIA EN FINANZAS,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4804","4804,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,GOBIERNO Y POLITICAS PUBLICAS,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4805","4805,043,UNIVERSIDAD PRIVADA DE TACNA,PRIVADO,LICENCIA OTORGADA,6,S,UPT-TACNA,TACNA,TACNA,SL01,TACNA,TACNA,POCOLLAY,-18.0058389,-70.2254838,AUTORIZADO POR LIC.,INGENIERIA AMBIENTAL,PREGRADO,CARRERA PROFESIONAL,52,MEDIO AMBIENTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4806","4806,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL04,LIMA,LIMA,MIRAFLORES,-12.13402606,-77.02627908,AUTORIZADO POR LIC.,EPIDEMIOLOGIA DE CAMPO,POSGRADO,SEGUNDA ESPECIALIDAD,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4807","4807,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,F01,UPN-CAJAMARCA,CAJAMARCA,CAJAMARCA,F01L01,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.150645,-78.506058,AUTORIZADO POR LIC.,MAESTRIA EN GERENCIA DE MARKETING Y GESTION COMERCIAL,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4808","4808,046,UNIVERSIDAD PRIVADA ANTENOR ORREGO,PRIVADO,LICENCIA OTORGADA,6,S,UPAO-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1270487,-79.0314756,AUTORIZADO POR LIC.,NEUROLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4809","4809,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL04,LIMA,LIMA,MIRAFLORES,-12.13402606,-77.02627908,AUTORIZADO POR LIC.,ENFERMERIA EN CARDIOLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4810","4810,032,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN,PUBLICO,LICENCIA OTORGADA,6,S,UNJBG-TACNA,TACNA,TACNA,SL02,TACNA,TACNA,TACNA,-17.9906868,-70.2425425,AUTORIZADO POR LIC.,MAESTRIA EN DERECHO CON MENCION EN DERECHO PENAL Y PROCESAL PENAL,POSGRADO,MAESTRIA,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4811","4811,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,F07,UNSAAC-MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,F07L01,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.5825295,-69.1932762,AUTORIZADO POR LIC.,MAESTRIA EN CONTABILIDAD MENCION AUDITORIA,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4812","4812,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,PUBLICO,LICENCIA OTORGADA,6,S,UNCP-JUNIN,JUNIN,HUANCAYO,SL01,JUNIN,HUANCAYO,EL TAMBO,-12.0330464,-75.237332,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA MECANICA CON LA MENCION DE: GESTION DEL MANTENIMIENTO Y LA SOSTENIBILIDAD,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4813","4813,068,UNIVERSIDAD CIENTIFICA DEL SUR,PRIVADO,LICENCIA OTORGADA,6,S,UCS-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,MIRAFLORES,-12.1211435,-77.0256582,AUTORIZADO POR LIC.,MAESTRIA INTERNACIONAL EN NUTRICION Y DIETETICA,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4814","4814,043,UNIVERSIDAD PRIVADA DE TACNA,PRIVADO,LICENCIA OTORGADA,6,S,UPT-TACNA,TACNA,TACNA,SL01,TACNA,TACNA,POCOLLAY,-18.0058389,-70.2254838,AUTORIZADO POR LIC.,MAESTRIA EN CONTABILIDAD, TRIBUTACION Y AUDITORIA,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4815","4815,071,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,PRIVADO,LICENCIA OTORGADA,6,S,UCSS-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LOS OLIVOS,-12.0001412,-77.0639086,AUTORIZADO POR LIC.,INGENIERIA AMBIENTAL,PREGRADO,CARRERA PROFESIONAL,52,MEDIO AMBIENTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4816","4816,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN CIRUGIA ONCOLOGICA DE CABEZA Y CUELLO,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4817","4817,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN AUDITORIA ODONTOLOGICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4818","4818,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN CUIDADO CARDIOVASCULAR EN PEDIATRIA,POSGRADO,SEGUNDA ESPECIALIDAD,92,BIENESTAR,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4819","4819,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LIMA,-12.06576795,-77.03693393,AUTORIZADO POR LIC.,INGENIERIA DE TELECOMUNICACIONES,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4820","4820,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,F06,UNSAAC-APURIMAC,APURIMAC,ANDAHUAYLAS,F06L01,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,-13.6616515,-73.3767641,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA CIVIL MENCION GEOTECNIA Y VIAS TERRESTRES,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4821","4821,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,PUBLICO,LICENCIA OTORGADA,6,S,UNA-PUNO,PUNO,PUNO,SL01,PUNO,PUNO,PUNO,-15.8243805,-70.0162544,AUTORIZADO POR LIC.,INGENIERIA QUIMICA,PREGRADO,CARRERA PROFESIONAL,53,CIENCIAS FISICAS Y QUIMICAS,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4822","4822,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN CUIDADO EN ENFERMERIA EN PERFUSION Y OXIGENACION EXTRACORPOREA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4823","4823,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,S,UNT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1142716,-79.0383735,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA MECANICA, MENCION: GESTION DEL DISENO Y MANUFACTURA,POSGRADO,MAESTRIA,71,INGENIERIA Y PROFESIONES AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4824","4824,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,PUBLICO,LICENCIA OTORGADA,6,S,UNA-PUNO,PUNO,PUNO,SL01,PUNO,PUNO,PUNO,-15.8243805,-70.0162544,AUTORIZADO POR LIC.,INGENIERIA ESTADISTICA E INFORMATICA,PREGRADO,CARRERA PROFESIONAL,54,MATEMATICAS Y ESTADISTICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4825","4825,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL05,LIMA,LIMA,SAN BORJA,-12.0811453,-76.9874827,AUTORIZADO POR LIC.,CLINICA Y PATOLOGIA AVIAR,POSGRADO,SEGUNDA ESPECIALIDAD,84,VETERINARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4826","4826,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA VICTORIA,-12.0579394,-77.0229596,AUTORIZADO POR LIC.,FARMACIA CLINICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4827","4827,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,S,UNT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1142716,-79.0383735,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN ORTOPEDIA Y TRAUMATOLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4828","4828,043,UNIVERSIDAD PRIVADA DE TACNA,PRIVADO,LICENCIA OTORGADA,6,S,UPT-TACNA,TACNA,TACNA,SL01,TACNA,TACNA,POCOLLAY,-18.0058389,-70.2254838,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA CIVIL CON MENCION EN GEOTECNIA,POSGRADO,MAESTRIA,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4829","4829,054,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,PRIVADO,LICENCIA OTORGADA,6,S,UPC-LIMA,LIMA,LIMA,SL04,LIMA,LIMA,SAN BORJA,-12.1088899,-76.9791362,AUTORIZADO POR LIC.,COMUNICACION E IMAGEN EMPRESARIAL,PREGRADO,CARRERA PROFESIONAL,32,PERIODISMO E INFORMACION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4830","4830,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,F02,UPN-LIMA,LIMA,LIMA,F02L01,LIMA,LIMA,LOS OLIVOS,-11.9646093,-77.0675632,AUTORIZADO POR LIC.,INGENIERIA AMBIENTAL,PREGRADO,CARRERA PROFESIONAL,52,MEDIO AMBIENTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4831","4831,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,F02,UNT-LA LIBERTAD,LA LIBERTAD,SANCHEZ CARRION,F02L01,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,-7.8119981,-78.0527535,AUTORIZADO POR LIC.,INGENIERIA AGROINDUSTRIAL,PREGRADO,CARRERA PROFESIONAL,81,AGRICULTURA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"4832","4832,132,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,PRIVADO,LICENCIA OTORGADA,6,S,UTEC-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,BARRANCO,-12.1351432,-77.0221491,AUTORIZADO POR LIC.,MAESTRIA EN MANEJO DE COLECCIONES Y CONSERVACION PREVENTIVA,POSGRADO,MAESTRIA,21,ARTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
